date,startup,vertical,subvertical,city,investors,round,amount,Year,startup_cleaned
2015-11-16,Renowala,Home Improvement Service platform,,Hyderabad,Logtally,Seed Round,0.0,2015,Renowala
2015-11-16,TaskBucks,mobile-only tasks marketplace,,New Delhi,Times Internet,Private Equity,123.75,2015,Taskbucks
2015-11-17,CraftsVilla,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,280.5,2015,Craftsvilla
2015-11-17,Julia Computing,Numerical Computing & Data Science Platform,,Bangalore,Gordon and Betty Moore Foundation,Seed Round,4.95,2015,Julia computing
2015-11-17,StyleTag,Designer fashion Jewellery Marketplace,,Bangalore,Jitu Virwani,Seed Round,61.875,2015,Styletag
2015-11-17,Smytten,Online Products Discovery Platform,,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Round,1.65,2015,Smytten
2015-11-17,BiBox,Kids Tool kit for Innovation platform,,Bangalore,Ravi Krishnamurthy,Seed Round,4.3725,2015,Bibox
2015-11-17,Convegenius,Mobile Learning Solutions,,Noida / Singapore,Enablers platform,Seed Round,2.475,2015,Convegenius
2015-11-18,Ola,Car Aggregator & Retail Mobile App,,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,4125.0,2015,Ola
2015-11-18,Goodbox,conversational commerce mobile app,,Bangalore,Nexus Venture Partners,Private Equity,20.625,2015,Goodbox
2015-11-18,ScoopWhoop,Viral Content web Platform,,New Delhi,Kalaari Capital,Private Equity,33.0,2015,Scoopwhoop
2015-11-18,Hipship,Express local delivery platform,,Bangalore,"Inara Capital , Rishi Khiani",Seed Round,0.0,2015,Hipship
2015-11-18,Pickrr,On-Demand Local Logistics provider,,New Delhi,Palaash Ventures,Seed Round,0.0,2015,Pickrr
2015-11-18,Truelancer,Curated Freelancer Marketplace,,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Round,0.0,2015,Truelancer
2015-11-19,AHA Taxis,Online Taxi Rental Platform,,Noida,ah! Ventures,Seed Round,0.0,2015,Aha taxis
2015-11-19,UrbanClap,Mobile Services Marketplace,,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,206.25,2015,Urbanclap
2015-11-19,SenseGiz,Smartwatch Maker,,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Round,4.125,2015,Sensegiz
2015-11-19,PlaceofOrigin,Online Gourmet Food Marketplace,,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Round,0.0,2015,Placeoforigin
2015-11-19,Fourseven,Online Jewellery etailer,,New Delhi,Indian Angel Network,Seed Round,3.75375,2015,Fourseven
2015-11-20,MindTickle,Sales & Productivity Software,,Pune / US,New Enterprise Associates,Private Equity,103.125,2015,Mindtickle
2015-11-20,Shopsense,ecommerce related software product platform,,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Round,0.0,2015,Shopsense
2015-11-20,Medinfi,Health-Tech platform,,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Round,2.51625,2015,Medinfi
2015-11-20,OUWT,Nightlife Discovery Mobile App,,Mumbai,Undisclosed investors,Seed Round,1.2375,2015,Ouwt
2015-11-20,HeyPillow,Online Real Estate Marketplace,,Bangalore,Hampton Capital,Private Equity,24.75,2015,Heypillow
2015-11-21,Healers At Home,"Home Healthcare Services platform,",,New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Round,0.0,2015,Healers at home
2015-11-21,Caravan Craft,Indian Ethnic Crafts Etailer,,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,9.9,2015,Caravan craft
2015-11-21,Talkoot,Social platform for traders and investors,,Bangalore,Undisclosed investors,Seed Round,0.825,2015,Talkoot
2015-11-23,RentoMojo,"Online Furniture, Home Appliances Rental Platform",,Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,16.5,2015,Rentomojo
2015-11-23,Medikoe,Healthcare Services Discovery platform,,Bangalore,Anil Menon,Seed Round,0.825,2015,Medikoe
2015-11-24,Stylofie,Health and Beauty Services Marketplace,,Gurgaon,Swastika,Seed Round,2.0625,2015,Stylofie
2015-11-24,ServX,Automotive Services platform,,New Delhi,Manish Gupta,Seed Round,0.0,2015,Servx
2015-11-24,Naaptol,Online and TV Shopping Marketplace,,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,429.0,2015,Naaptol
2015-11-24,Crayon Data,Big Data Analytics Platform,,Chennai/ Singapore,Ratan Tata,Private Equity,0.0,2015,Crayon data
2015-11-25,EarlySalary.com,Mobile App based Loan disbursement platform,,Mumbai,Ashok Agarwal,Seed Round,12.375,2015,Earlysalary
2015-11-25,Tooler,On Demand Laundry Services App,,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Round,0.9075,2015,Tooler
2015-11-25,S Chand,Education Content Provider,,New Delhi,IFC Everstone Group,Private Equity,222.75,2015,S chand
2015-11-26,Stelae,Content Management Software Solutions,,Chennai,Earlsfield Capital,Private Equity,0.0,2015,Stelae
2015-11-26,GoQii,Fitness Tracking Management Solutions,,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,110.55,2015,Goqii
2015-11-26,Grofers,Hyper-local Grocery Delivery platform,,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,990.0,2015,Grofers
2015-11-26,Pluss,Hyperlocal healthcare product Delivery Service provider,,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,8.25,2015,Pluss
2015-11-26,KountMoney,Online Lending Marketplace,,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Round,0.0,2015,Kountmoney
2015-11-27,StayGlad,On Demand Beauty Services Platform,,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,0.0,2015,Stayglad
2015-11-27,JustRide,Self Driven Rental Car Platform,,Mumbai,Undisclosed,Private Equity,16.5,2015,Justride
2015-11-27,Fastudent,Education Content etailer,,Noida,Ashish Gupta,Seed Round,0.0,2015,Fastudent
2015-11-27,LearnOn,Clud based Learning platform,,Chennai,JMR Infotech India Pvt Ltd,Seed Round,0.0,2015,Learnon
2015-11-27,Talentrack,Talent Exchange & Talent Services Marketplace,,New Delhi,Unigrowth Inc,Seed Round,0.0,2015,Talentrack
2015-11-28,M-TAXI,Two-Wheeler Taxi Service,,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Round,0.0,2015,M-taxi
2015-11-30,Baxi,Two-Wheeler Taxi Service,,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Round,11.9625,2015,Baxi
2015-11-30,Superhero Brands,character merchandize sales platform,,Mumbai,DSG Consumer Partners,Seed Round,4.455,2015,Superhero brands
2015-11-30,MoMagic,Mobile Application Developer,,New Delhi,FIH Mobile Ltd,Private Equity,0.0,2015,Momagic
2015-11-30,QikPod,Ecommerce Delivery locker services,,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,74.25,2015,Qikpod
2015-11-30,Butterfly Interactive,extra curricular activities marketplace app,,New Delhi,Undisclosed investors,Seed Round,0.0,2015,Butterfly interactive
2015-11-30,Bro4U,Hyperlocal Online Home services provider,,Bangalore,Sargod Ventures,Seed Round,0.0,2015,Bro4u
2015-10-01,Indifi,Easy Business Loans platform,,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Round,0.0,2015,Indifi
2015-10-01,Wydr,Performance based Wholesale Marketplace,,New Delhi,Sandeep Aggarwal,Seed Round,0.0,2015,Wydr
2015-10-01,EasyFix,Professional Services Marketplace,,Gurgaon,Axilor Ventures,Seed Round,0.0,2015,Easyfix
2015-10-01,Muvizz,Movie-on-demand platform,,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Round,2.8875,2015,Muvizz
2015-10-01,Abhibus,us ticketing and fleet management platform,,Hyderabad,Paytm (One97 communications),Private Equity,0.0,2015,Abhibus
2015-10-01,Cleartax,Online Income Tax Filing platform,,New Delhi,Paytm (One97 communications),Private Equity,0.0,2015,Cleartax
2015-10-02,Shopalyst,Product discovery & recommendation platform,,Bangalore,Kalaari Capital,Private Equity,16.5,2015,Shopalyst
2015-10-03,Chillr,Mobile Payments App,,Mumbai,Sequoia Capital,Private Equity,49.5,2015,Chillr
2015-10-05,Nykaa,Beauty & Wellness Products e-tailer,,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,78.375,2015,Nykaa
2015-10-05,Voylla,Fashion jewelry and accessories e-tailer,,Jaipur,Peepul Capital,Private Equity,123.75,2015,Voylla
2015-10-05,IndiaLends,Online Consumer Lending platform,,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,8.25,2015,Indialends
2015-10-05,Rock N Shop,Premium Apparel shopping portal,,New Delhi,High Networth Individuals (undisclosed),Seed Round,1.2375,2015,Rock n shop
2015-10-06,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,"Uniqorn ventures, ASP Consulting",Seed Round,5.775,2015,Docplexus
2015-10-06,WorkIndia,Job Board,,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Round,4.125,2015,Workindia
2015-10-06,SportzVillage,Sports Management & Physical Education Business,,Bangalore,Gaja Capital Private Equity Fund,Private Equity,82.5,2015,Sportzvillage
2015-10-06,SportyBeans,multi-sport program for preschoolers,,Pune,YouWeCan Ventures,Seed Round,0.0,2015,Sportybeans
2015-10-06,Burger Singh,QSR & Online delivery portal,,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Round,4.125,2015,Burger singh
2015-10-06,Welcome Cure,Online Homeopathy Clinic,,Mumbai,Unnamed Media house and HNIs,Private Equity,49.5,2015,Welcome cure
2015-10-07,SchoolGuru,E-Learning Service Provider,,Mumbai,High Networth Individuals from India & USA,Private Equity,24.75,2015,Schoolguru
2015-10-07,Naturally Yours,Organic Food etailer,,Mumbai,Sanjay Mehta,Seed Round,0.0,2015,Naturally yours
2015-10-07,GoJavas,Delivery & Logistics Service provider,,Gurgaon,Snapdeal,Private Equity,165.0,2015,Gojavas
2015-10-07,Scandid,Product Discovery & comparison App,,Pune,Micromax Informatics,Private Equity,0.0,2015,Scandid
2015-10-07,StalkBuyLove,Online Apparels Fashion brand,,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,0.0,2015,Stalkbuylove
2015-10-08,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,16.5,2015,Zupermeal
2015-10-08,Cube26,Gesture based Mobile Development,,New Delhi,"Tiger Global Management, Flipkart",Private Equity,63.525,2015,Cube26
2015-10-08,Mobikon,Hotel Mobile CRM Software platform,,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,0.0,2015,Mobikon
2015-10-08,Grabhouse,Rental Accommodation Search platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,82.5,2015,Grabhouse
2015-10-08,Quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Round,2.5575,2015,Quifers
2015-10-09,Stockroom.io,Developer Portfolio Showcase platform,,Hyderabad,Undisclosed Investors,Seed Round,0.5775,2015,Stockroom
2015-10-09,Curofy,Doctors Network Mobile App,,New Delhi,RoundGlass Partners,Private Equity,0.0,2015,Curofy
2015-10-09,Cloud Lending,End-to-End Lending platform,,Bangalore / San Mateo,SF Capital Group,Private Equity,66.0,2015,Cloud lending
2015-10-09,Inayo,on-demand healthcare marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Round,2.475,2015,Inayo
2015-10-09,WoNoBo,360-degree view creating platform,,Bangalore,Quikr,Private Equity,0.0,2015,Wonobo
2015-10-09,Kulzy,Advertising & Marketing Community Networking platform,,New Delhi,"Seedfund, Bedrock Ventures",Seed Round,8.25,2015,Kulzy
2015-10-09,Zeppery,Food Ordering & Delivery App,,New Delhi,Suyash Sharma,Seed Round,0.63525,2015,Zeppery
2015-10-12,Zify,Ride Sharing platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Round,1.5675,2015,Zify
2015-10-12,Faircent,Online P2P lending marketplace,,Gurgaon,Aarin Capital Partners,Private Equity,0.0,2015,Faircent
2015-10-12,Bizongo,B2B marketplace for industrial goods,,Mumbai,Accel Partners,Seed Round,0.0,2015,Bizongo
2015-10-12,Gridle,Cloud Based Collaboration platform,,Ahmedabad,LetsVenture,Seed Round,0.825,2015,Gridle
2015-10-12,Tripoto,global community for travellers,,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,0.0,2015,Tripoto
2015-10-12,Mubble,Prepaid Bill manager App,,Bangalore,Accel Partners,Private Equity,0.0,2015,Mubble
2015-10-13,Voodoo,Mobile Only Shopping Assistant,,New Delhi,SAIF Partners,Seed Round,8.25,2015,Voodoo
2015-10-13,Lookup,Mobile Messaging Assistant App,,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,20.625,2015,Lookup
2015-10-14,AskMyGift,Personalized Wish List creator app,,Noida,Turning Ideas,Seed Round,0.4125,2015,Askmygift
2015-10-14,Gaana.com,Music Streaming mobile app,,Mumbai,Micromax Informatics Ltd,Private Equity,0.0,2015,Gaana
2015-10-14,Zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,Undisclosed Investors,Seed Round,0.63525,2015,Zappfresh
2015-10-14,GymTrekker,Gym Discovery platform,,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Round,0.0,2015,Gymtrekker
2015-10-15,Bounty App,Online Purchase rewards app,,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Round,0.0,2015,Bounty app
2015-10-16,Homers.in,Home rental platform,,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Round,0.0,2015,Homers
2015-10-16,mShipper,Crowdsourced Delivery platform,,New Delhi,Vijai Laxmi,Seed Round,0.0,2015,Mshipper
2015-10-16,BolRealty,Real Estate Insights platform,,New Delhi,Manpreet Singh,Seed Round,0.0,2015,Bolrealty
2015-10-17,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Parampara Capital,Private Equity,8.25,2015,S-cube futuretech
2015-10-19,LetsVenture,Startup Funding Marketplace,,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,0.0,2015,Letsventure
2015-10-19,Citrus Payment,Payments Solution platform,,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,206.25,2015,Citrus payment
2015-10-19,Holidify,Travel Destination Discovery platform,,New Delhi,Aarti Group,Seed Round,0.825,2015,Holidify
2015-10-20,PrimaSeller,Order Fulfillment SAAS platform,,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Round,0.0,2015,Primaseller
2015-10-20,Opinio,Last Mile Delivery Service,,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,57.75,2015,Opinio
2015-10-20,Attune Technologies,Healthcare IT Solutions & services,,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,82.5,2015,Attune technologies
2015-10-20,iChef.in,Gourmet Meals Delivery,,Mumbai,Springboard Ventures,Private Equity,0.0,2015,Ichef
2015-10-21,Jiyo Natural,Healthy Meals Food delivery platform,,Bangalore,Indian Angel Network,Seed Round,0.0,2015,Jiyo natural
2015-10-21,AgentDesks,Real Estate Mobile CRM,,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Round,24.3375,2015,Agentdesks
2015-10-21,White Owl Brewery,Micro-Brewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,12.6225,2015,White owl brewery
2015-10-21,MealHopper,Home Made Food Marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Round,0.825,2015,Mealhopper
2015-10-21,Zenify.in,residential rental management platform,,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Round,5.28,2015,Zenify
2015-10-21,Stockal,Personalized Stock Intelligence Platform,,Bangalore,"R Natarajan, Mohan Alexander",Seed Round,0.0,2015,Stockal
2015-10-23,Medd,Personal Diagnostic Mobile App,,Mumbai,Group of Angel investors,Seed Round,1.2375,2015,Medd
2015-10-23,Leaping Caravan,Online food ordering & Delivery service,,Gurgaon,Group of Angel investors,Seed Round,1.2375,2015,Leaping caravan
2015-10-23,Frsh,Online food ordering & Delivery service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,8.25,2015,Frsh
2015-10-23,Qik Stay,Hotel Aggregator & booking platform,,New Delhi,ID Enablers Pvt Ltd,Seed Round,2.0625,2015,Qik stay
2015-10-26,Parcelled,Online Logistics Platform,,Bangalore,Delhivery,Private Equity,41.25,2015,Parcelled
2015-10-26,AlmaMapper,Online Student & Campus Social Networking platform,,Ahmedabad,Oswal Techno Ventures LLP,Seed Round,3.3,2015,Almamapper
2015-10-26,Flexing It,Professionals & Project Search Marketplace,,New Delhi,undisclosed private investors,Seed Round,4.125,2015,Flexing it
2015-10-26,Netmeds.com,Online Pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,412.5,2015,Netmeds
2015-10-26,Razorpay,Online Payment Gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,74.25,2015,Razorpay
2015-10-27,Jombay,Psychometric Test Online Software,,Pune,Ventureworks India,Private Equity,0.0,2015,Jombay
2015-10-27,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,,Mumbai,Unnamed investor,Seed Round,0.63525,2015,Happitoo
2015-10-27,Care24,Professional Health Services Platform,,Mumbai,India Quotient,Seed Round,2.8875,2015,Care24
2015-10-27,Roadrunnr,Hyperlocal Logistics Service,,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,82.5,2015,Roadrunnr
2015-10-27,Simpli5d,Online user engagement platform,,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,0.0,2015,Simpli5d
2015-10-28,ORIGA Leasing,Asset Financing platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Round,9.075,2015,Origa leasing
2015-10-28,Smartivity.in,Virtual Reality activity based learning platform,,New Delhi,S Chand and Co Pvt Ltd,Seed Round,1.65,2015,Smartivity
2015-10-28,UrDoorStep,Online Grocery Store,,Bangalore,Jupiter Capital,Private Equity,0.0,2015,Urdoorstep
2015-10-29,Tavaga,Investment management platform,,Mumbai,Tracxn Syndicate,Seed Round,0.0,2015,Tavaga
2015-10-29,Moglix,Industrial Toons Marketplace,,Noida,"Accel Partner, Jungle Ventures",Private Equity,0.0,2015,Moglix
2015-10-29,ZopHop,Public Commute helper App,,Mumbai,"Amit Singhal, PK Gulati & others",Seed Round,3.7125,2015,Zophop
2015-10-30,Niki.ai,Artificial Intelligence Ecommerce Chatbot,,Bangalore,Unilazer Ventures,Seed Round,0.0,2015,Niki
2015-10-30,Instavans,Truck Aggregator & Logistics service,,Bangalore,Suresh Vaswani,Seed Round,0.0,2015,Instavans
2015-10-30,LiftO,Ridesharing Mobile app,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Round,1.0725,2015,Lifto
2015-10-30,TinyOwl,Food Discovery & Delivery Mobile app,,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,61.875,2015,Tinyowl
2015-10-30,Toppr.com,Competitive exam learning platform,,Mumbai,InnoVen Capital,Private Equity,16.5,2015,Toppr
2015-10-30,Kleeto,Document Digitization platform,,Gurgaon,GREX,Seed Round,1.8975,2015,Kleeto
2015-10-30,BeaconsTalk,proximity marketing & Mobile Advertising platform,,Mumbai,Puneet Bhatia & others,Seed Round,0.66,2015,Beaconstalk
2015-10-31,Jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,Paytm,Private Equity,82.5,2015,Jugnoo
2015-09-01,TOFlo,FinTech Startup Incubation platform,,Mumbai,Tania Johny Palathinkal,Seed Round,0.825,2015,Toflo
2015-09-01,FXMartIndia,Payment Services platform,,Chandigarh,Flipkart,Private Equity,0.0,2015,Fxmartindia
2015-09-01,Stylecracker,Personalized Styling platform,,Mumbai,Group of HNI investors,Private Equity,8.25,2015,Stylecracker
2015-09-01,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,,Gurgaon,Reliance Capital,Private Equity,7.425,2015,Luxuryhues
2015-09-02,HolaChef,Food Delivery Platform,,Mumbai,Ratan Tata,Private Equity,0.0,2015,Holachef
2015-09-02,Zivame,Online Lingerie Marketplace,,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,330.0,2015,Zivame
2015-09-02,Capillary Tech,Cloud software solutions,,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,371.25,2015,Capillary tech
2015-09-03,Jobspire,Job Search Platform,,Bangalore,Purvi Capital,Seed Round,2.145,2015,Jobspire
2015-09-03,MeraDoctor,Doctor consultancy Mobile App,,Mumbai,India Quotient & other investors,Seed Round,0.0,2015,Meradoctor
2015-09-03,Vistaar Finance,Small Business Financing (NBFC),,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,330.0,2015,Vistaar finance
2015-09-03,HiJinny,Beauty & Wellness Services Marketplace,,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Round,0.0,2015,Hijinny
2015-09-04,Clapsnslaps,Online Movie Review Platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed Round,1.2375,2015,Clapsnslaps
2015-09-04,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,,Mumbai,Ashish Jhalani,Seed Round,0.825,2015,Blubox
2015-09-04,RoomCentral,Cloud-based Hotel Booking Platform,,Bangalore,Karanpal Singh,Seed Round,16.5,2015,Roomcentral
2015-09-07,YouthKiAwaaz,Community Driven News/Views Platform,,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Round,4.95,2015,Youthkiawaaz
2015-09-07,Prozo,Study Material Marketplace,,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Round,1.69125,2015,Prozo
2015-09-07,Zomato,Restaurant Ratings & Reviews platform,,Gurgaon,"Temasek, Vy Capital",Private Equity,495.0,2015,Zomato
2015-09-07,Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen Fund,Private Equity,14.85,2015,Sahayog dairy
2015-09-08,MockBank,Government Test Preparation platform,,Bangalore,Blume Ventures,Seed Round,3.3,2015,Mockbank
2015-09-08,ReportBee,Smart Report Cards for Schools,,Chennai,India Educational Investment Fund,Seed Round,0.0,2015,Reportbee
2015-09-08,GuruG Learning,Teacher empowerment platform,,Bangalore,India Educational Investment Fund,Seed Round,0.0,2015,Gurug learning
2015-09-10,OnlineTyari,Multilingual Test Preparation Platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,6.3525,2015,Onlinetyari
2015-09-10,IndustryBuying,Industrial Tools Marketplace,,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,75.9,2015,Industrybuying
2015-09-10,The/Nudge Foundation,Non Profit Organization to alleviate poverty,,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Round,2.59875,2015,The/nudge foundation
2015-09-11,FitMeIn,Gym & Fitness Studios Subscription platform,,New Delhi,Green House Ventures,Seed Round,0.825,2015,Fitmein
2015-09-11,Envoged,pre-used luxury item Marketplace,,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Round,0.0,2015,Envoged
2015-09-11,Zapyle,pre-used apparel shopping mobile app,,Bangalore,Undisclosed,Seed Round,8.25,2015,Zapyle
2015-09-11,Renomania,Home Design & D\\xc3\\xa9cor platform,,New Delhi,Subodh Gupta,Seed Round,0.0,2015,Renomania
2015-09-12,CredR,Used Vehicles Marketplace,,Mumbai,Eight Road Ventures,Private Equity,123.75,2015,Credr
2015-09-12,YatraGenie,Online Bus & Cab ticketing platform,,Hyderabad,Ash Bhardwaj,Private Equity,0.0,2015,Yatragenie
2015-09-14,CanvasFlip,Mobile App testing platform,,Hyderabad,Bessemer Venture Partners,Seed Round,9.9,2015,Canvasflip
2015-09-14,Shadowfax,Hyperlocal Delivery Services,,Gurgaon,Eight Roads Ventures,Private Equity,74.25,2015,Shadowfax
2015-09-14,UE Life Sciences,Early Cancer Detection Solutions,,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,24.75,2015,Ue life sciences
2015-09-14,Ola Cabs,Cab rental Mobile app,,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,1856.25,2015,Ola cabs
2015-09-15,Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman Ventures,Private Equity,16.5,2015,Coverfox
2015-09-15,MoEngage,Mobile Marketing Automation Platform,,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,35.0625,2015,Moengage
2015-09-15,Mubble,Prepaid Mobile Bill Manager App,,Bangalore,Nandan Nilekani,Seed Round,0.0,2015,Mubble
2015-09-15,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Round,8.25,2015,Tea trails
2015-09-15,Room on Call,Branded Budget Hotel Marketplace,,Noida,Payal Syal,Seed Round,2.475,2015,Room on call
2015-09-15,FYNE,Home Fitting & Fixtures Marketplace,,Bangalore,Sandeep Dama & Others,Seed Round,0.0,2015,Fyne
2015-09-16,ChaiPoint,Food Subscription platform,,Bangalore,Eight Roads Ventures,Private Equity,82.5,2015,Chaipoint
2015-09-16,WedmeGood.com,Wedding Planning Platform,,Gurgaon,Indian Angel Network,Seed Round,3.3825,2015,Wedmegood
2015-09-16,XSTOK,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Seed Round,3.7125,2015,Xstok
2015-09-17,UniLog,ECommerce Data Analytics Platform,,Bangalore,Kalaari Capital,Private Equity,0.0,2015,Unilog
2015-09-17,Paintcollar,Designer Merchandize Marketplace,,Mumbai,Applyifi,Seed Round,0.0,2015,Paintcollar
2015-09-17,YepMe,Private label Fashion eTailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,618.75,2015,Yepme
2015-09-17,Bueno,Online Food ordering & delivery,,Gurgaon,High Networth Individuals (No details),Seed Round,4.95,2015,Bueno
2015-09-18,Plabro,Real Estate Broker Platform App,,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Round,2.8875,2015,Plabro
2015-09-18,CureJoy,Online Health & Wellness platform,,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,9.4875,2015,Curejoy
2015-09-18,Briston Technomach,Internet of Things platform,,New Delhi,Undisclosed,Seed Round,1.2375,2015,Briston technomach
